_id,wallet_id,pool,aggregated_lp_score,reason
6874b878a794db5e6c4c3d6f,0x0b76747fcfd412d7e7d17efed3835504263fe953,0,265.0,Top depositor but low score
6874b871a794db5e6c4c3c3b,0x09d8d37669e92e915ff037691acbd2467dac4a89,0,251.0,Top depositor but low score
6874b87aa794db5e6c4c3de9,0x0aff782b30a81eb4d4104eb9bf0ddb0a19920981,0,200.93,Top depositor but low score
6874b87ba794db5e6c4c3e49,0x0b94a76cc391a35de063e66bd8c057bce4ca6191,0,296.0,Top depositor but low score
6874b884a794db5e6c4c3fd8,0x0bc0334c056749708d601331b49b51c2a830c599,0,197.2,Top depositor but low score
6874b884a794db5e6c4c400c,0x0c30ed59a7d409e5f43ff46f744edd93f9e8e7e7,0,266.0,Top depositor but low score
6874b88aa794db5e6c4c40c2,0x0cfd800dda45deab1e7a03f5b8b4c9e0c1b659bb,0,223.55,Top depositor but low score
6874b884a794db5e6c4c4014,0x0c1f076f34119d8f184c89b72fb480e6dfc4773f,0,210.8,Top depositor but low score
6874b88aa794db5e6c4c40ab,0x0d8960e380502651b58f8407ad02a50bdbcecabf,0,230.35,Top depositor but low score
6874b883a794db5e6c4c3faa,0x0c924814e96f2a10f25fd08d93be4a4e362ec0ff,0,267.86,Top depositor but low score
6874b88ba794db5e6c4c40fa,0x0ccbdb36c12c725411aa84656daa8bb1f2ce5e1e,0,293.0,Top depositor but low score
6874b88da794db5e6c4c41b2,0x0d82e1545643dc9eea065ebc25d4ee4330f3d28e,0,258.4,Top depositor but low score
6874b88ca794db5e6c4c4182,0x0d9fab754885e25cdfb7da5fd7e5b1326f0c06c6,0,270.0,Top depositor but low score
6874b88da794db5e6c4c41b1,0x0d3dd5a93f6332427910eb66ab25bf6b9bfe4ffe,0,249.9,Top depositor but low score
6874b88ca794db5e6c4c4157,0x0d00c45573b5d5fbb7d091ae15e9aa6bf1d7f256,0,279.65,Top depositor but low score
6874b894a794db5e6c4c42dc,0x0deca49fe145e27c07b891a8b9d9a7d9fc744f30,0,285.0,Top depositor but low score
6874b894a794db5e6c4c42a9,0x0dc1ce490980deea97de2b7dcb84e83dbe52ec92,0,293.0,Top depositor but low score
6874b89ba794db5e6c4c43bf,0x0f7981ae60708d4d64040999e463f106b13f07c5,0,221.0,Top depositor but low score
6874b898a794db5e6c4c435e,0x0e9aed5c7721c642a032812c2c4816f7d6cb87d7,0,277.95,Top depositor but low score
6874b89ca794db5e6c4c441c,0x0f076b3aa01cf7d692087591be98e69145164d5a,0,277.1,Top depositor but low score
6874b89ca794db5e6c4c4448,0x0e9d806e354eb4235958a294fdef09d18862c02c,0,263.8,Top depositor but low score
6874b8a5a794db5e6c4c45a6,0x0fc7cb62247151faf5e7a948471308145f020d2e,0,267.61,Top depositor but low score
6874b89da794db5e6c4c4476,0x0f86db0acfb8aa739e10620c86bd07784612854e,0,251.6,Top depositor but low score
6874b8a4a794db5e6c4c4554,0x0fc06977378fd94aa23af24ee75b993c265c140b,0,266.18,Top depositor but low score
6874b89da794db5e6c4c44a6,0x0f74008151040141b50d44068f9004ef71327dcd,0,170.76,Top depositor but low score
6874b8a6a794db5e6c4c4622,0x108a8b7200d044bbbe95bef6f671baec5473e05f,0,264.0,Top depositor but low score
6874b8afa794db5e6c4c4743,0x11b50686d3983c14c0d0972a5e46e38e0d9b2e14,0,224.7,Top depositor but low score
6874b8a7a794db5e6c4c464e,0x104da4efb22a7e560e6df9c813e5eb54ca038737,0,287.3,Top depositor but low score
6874b8a7a794db5e6c4c463e,0x103e1d89fd149df34635380bfb6c38e0f23b7408,0,253.0,Top depositor but low score
6874b8a6a794db5e6c4c461c,0x1092f0de83ea6a81928ee9ae0611f3ef97f944fe,0,228.65,Top depositor but low score
6874b8afa794db5e6c4c472c,0x1111e3ef0b6ae32e14a55e0e7cd9b8505177c2bf,0,191.25,Top depositor but low score
6874b8b0a794db5e6c4c477f,0x118d11ceadeae5bf5b82e5b57b895f61683f464b,0,216.7,Top depositor but low score
6874b8b1a794db5e6c4c47e1,0x1110f5b97703d14ac3de91bdcd12cd4566ae48d5,0,175.95,Top depositor but low score
6874b8b1a794db5e6c4c4808,0x111527f1386c6725a2f5986230f3060bdcac041f,0,232.9,Top depositor but low score
6874b8b1a794db5e6c4c480a,0x11be51ebbff0831986d1778c286d42c9e858060a,0,293.67,Top depositor but low score
6874b8b8a794db5e6c4c48fd,0x11ed8e5d9c92559326720e40dd485490e1488af0,0,261.03,Top depositor but low score
6874b8c1a794db5e6c4c4ab5,0x1336346bad8cb1eeee4e2e95d2a71b2153244d18,0,257.0,Top depositor but low score
6874b8b9a794db5e6c4c4950,0x12c7824845440da1b0ebfcb33e15ccdb07bcea63,0,256.15,Top depositor but low score
6874b8c0a794db5e6c4c4a64,0x13ba2eb195fdb1b9e927261fde321741c3afe826,0,216.0,Top depositor but low score
6874b8b9a794db5e6c4c497f,0x128b4afcdca087d1ecca2ad0d015d6d948205520,0,198.9,Top depositor but low score
6874b8c1a794db5e6c4c4ac1,0x13ca2cf84365bd2daffd4a7e364ea11388607c37,0,235.54,Top depositor but low score
6874b8c1a794db5e6c4c4ac2,0x12f8c380f0e236b5631eb79804c1e4ec8ec57846,0,252.0,Top depositor but low score
6874b8c9a794db5e6c4c4c53,0x14d8d5e882eb9c1773c00f87745e7ae7d9a48a62,0,145.35,Top depositor but low score
6874b8c2a794db5e6c4c4b17,0x134eb1a39059348c68782476bd54a50940589df0,0,266.05,Top depositor but low score
6874b8c9a794db5e6c4c4c63,0x145a55192d7c92885dca70aa40c139ed8c6074fd,0,175.15,Top depositor but low score
6874b8c9a794db5e6c4c4c4d,0x14b404cc46873a4094443499a542df2f08dc823f,0,266.0,Top depositor but low score
6874b8c6a794db5e6c4c4b7f,0x141f5a8d55cf323047c77f9683b4e910aaaf7c83,0,252.45,Top depositor but low score
6874b8d1a794db5e6c4c4d73,0x15f971cae07692ccec5615c8b0b558e5def48923,0,288.15,Top depositor but low score
6874b8d0a794db5e6c4c4d4d,0x1591c783efb2bf91b348b6b31f2b04de1442836c,0,277.1,Top depositor but low score
6874b8caa794db5e6c4c4c8a,0x14a0947b8fbebe53ad5ef8c5f80f14adbc559d53,0,220.58,Top depositor but low score
6874b8e4a794db5e6c4c50ae,0x17c8fb39e8db208c19ad55305c96089e70763e3c,0,265.0,Top depositor but low score
6874b8e3a794db5e6c4c5075,0x180a832c710e0dbd34775991b979e2f3f7b8528c,0,235.0,Top depositor but low score
6874b8efa794db5e6c4c5305,0x18e50fcbedd96a809f1cbe7ed5d9a08fbb3e9545,0,285.24,Top depositor but low score
6874b8eda794db5e6c4c529b,0x188c91daa2dd6b99331a65f87be6f9b0f18f218f,0,294.81,Top depositor but low score
6874b8eba794db5e6c4c51c0,0x190bff1e90e21b28c006ee548e443ab797e78977,0,287.0,Top depositor but low score
6874b8f5a794db5e6c4c53e4,0x1958d399000dcdf4a41babdaf12c84a0107ad3bb,0,215.0,Top depositor but low score
6874b8f3a794db5e6c4c5374,0x1964f9cffa39ce77611b44dddd21a22290a5283c,0,259.0,Top depositor but low score
6874b8f6a794db5e6c4c545b,0x1a17be0a823e10923cc75c7f7853a485157413f2,0,288.65,Top depositor but low score
6874b8f7a794db5e6c4c549a,0x19ca5682eb33151285569653ea520974bc1f4a83,0,288.0,Top depositor but low score
6874b8f6a794db5e6c4c546b,0x196919d2045e7208bbdbb7c541d6b085a8fcc950,0,222.03,Top depositor but low score
6874b8fca794db5e6c4c5502,0x1aad6f9793bb2ed50f7dc362faf2a71afdc50876,0,239.0,Top depositor but low score
6874b8f5a794db5e6c4c53fd,0x1a294e224a6eda391b08d5e68d2d0d8bc5d7b8e8,0,267.75,Top depositor but low score
6874b8f7a794db5e6c4c548f,0x1a2e5af583910b10732919062d8d80e252945bf7,0,232.0,Top depositor but low score
6874b8fea794db5e6c4c555b,0x1a791a48c147460014039ea533719c995a188959,0,251.38,Top depositor but low score
6874b8fea794db5e6c4c5573,0x1abed56b27691ba3b5c0c68d2b0be0f1638e3d4f,0,269.45,Top depositor but low score
6874b8ffa794db5e6c4c55f0,0x1ae8386744dc15d8438f2d624e36630f5a04df39,0,268.0,Top depositor but low score
6874b8ffa794db5e6c4c55da,0x1af85d572a8d1a6ef3a2cea3f0754f5085db7335,0,277.95,Top depositor but low score
6874b8ffa794db5e6c4c55bc,0x1b10ef711c377f8ae903fdad05ea98e0b7a526f7,0,263.11,Top depositor but low score
6874b8ffa794db5e6c4c55c3,0x1a89b70c6edd748045051279c95d655eeb55863c,0,281.35,Top depositor but low score
6874b8ffa794db5e6c4c55eb,0x1b1b40ee1548f3053a1b36323b06514dc5f85b1f,0,228.0,Top depositor but low score
6874b900a794db5e6c4c5622,0x1a9e219feaffd8f876bbbb3f94cd72a512548805,0,295.95,Top depositor but low score
6874b907a794db5e6c4c575b,0x1b966fa91413160110813eb6b5c3abdde89221c7,0,233.92,Top depositor but low score
6874b907a794db5e6c4c5745,0x1c45d092cd268f5ec266785e06cb3434a2d75893,0,292.11,Top depositor but low score
6874b906a794db5e6c4c56e9,0x1c8ac4136dc9d9abcf8b414fdcf9e307a6226401,0,243.95,Top depositor but low score
6874b908a794db5e6c4c577f,0x1b9a5345b3486c302386049a5436f7f7605cffb9,0,261.0,Top depositor but low score
6874b913a794db5e6c4c5834,0x1cf4fe24c4265ebed95ac982e6efa9de168c7775,0,273.0,Top depositor but low score
6874b908a794db5e6c4c5774,0x1bfc74841fe9ec54ee4013458c98f6907f17e31d,0,213.35,Top depositor but low score
6874b90ea794db5e6c4c57cd,0x1bcd0ed2794cd156c4c6ff09f75168f2507d246c,0,254.0,Top depositor but low score
6874b91ea794db5e6c4c5a1d,0x1e5329e5a9cf260c2c0901e6214dce305293f49b,0,275.4,Top depositor but low score
6874b916a794db5e6c4c5900,0x1d5c9fb14bd5807006264252778fbbe350438d4c,0,208.25,Top depositor but low score
6874b916a794db5e6c4c5928,0x1cd222bc3dff00a51637438855b1da01cc6383aa,0,270.0,Top depositor but low score
6874b91ba794db5e6c4c598a,0x1e13a6dd0e0f7ad1d52344a2b1adab02437961ea,0,288.15,Top depositor but low score
6874b915a794db5e6c4c58df,0x1d8c5303dfc01d3a486fc7133958b45720cb314a,0,163.0,Top depositor but low score
6874b916a794db5e6c4c5940,0x1d3830ff7e6796a9efc0442440ed153db5054138,0,231.04,Top depositor but low score
6874b920a794db5e6c4c5adc,0x1e3add1956238d739353b5f7949d7b21ef6efcb0,0,285.6,Top depositor but low score
6874b92ba794db5e6c4c5b5f,0x1f034cf3e3110fc9c4bfea799d2efb764548c30e,0,244.8,Top depositor but low score
6874b91fa794db5e6c4c5a6f,0x1e5640d9946f23e569f81af411bc37b565f47504,0,260.95,Top depositor but low score
6874b935a794db5e6c4c5d71,0x2020bcc54ad8f147bc671761a9b9e20b035b20fc,0,292.7,Top depositor but low score
6874b935a794db5e6c4c5d3f,0x201bc3aad445051bf6a66eab36efa880c6bc37ef,0,148.75,Top depositor but low score
6874b92da794db5e6c4c5c26,0x1f4d23b9f1e368af1c901319f328ec4547aa845a,0,287.0,Top depositor but low score
6874b933a794db5e6c4c5cce,0x1fc3f114ce54a52f00063b711bfae253ebaea200,0,252.0,Top depositor but low score
6874b936a794db5e6c4c5d97,0x1fd2d73a0589b4e8778fcbe0339a10b5f5ee448e,0,271.0,Top depositor but low score
6874b92da794db5e6c4c5bfd,0x1f77b2b1e72b301ea0a071ccb0261ac8f3defbf4,0,278.8,Top depositor but low score
6874b935a794db5e6c4c5d63,0x205603f8a9b4d3a1d549af94ea3371daa439615a,0,291.55,Top depositor but low score
6874b935a794db5e6c4c5d6a,0x2039bd4f9f4bf67fe137ddf4d778f5c8b028e3b4,0,226.0,Top depositor but low score
6874b93ba794db5e6c4c5e59,0x21144eb23516a5a0c111d1466057ce484d7e76bb,0,151.0,Top depositor but low score
6874b936a794db5e6c4c5ddc,0x2085864601ebc35fed9716ace39ec17723c07147,0,220.0,Top depositor but low score
6874b93da794db5e6c4c5ed0,0x21184ee36986655f5f0d94e8c4331f56a0d7de9c,0,294.1,Top depositor but low score
6874b93fa794db5e6c4c5f65,0x218b3d95a34ba1a54801ce3327f6457366764754,0,137.9,Top depositor but low score
6874b93da794db5e6c4c5ec3,0x21387a57a16186737599447802a3dab57df17c45,0,243.35,Top depositor but low score
6874b93ea794db5e6c4c5f1b,0x2155422d571ee78f3bab97d8dddf15a6d9157acf,0,283.05,Top depositor but low score
6874b945a794db5e6c4c6035,0x220c3fbfe7f64bbb7d129407e6d9b009e9ebc7b6,0,177.65,Top depositor but low score
6874b945a794db5e6c4c6017,0x22648b28e3239142a29b265d1d562457ee8ab75d,0,198.05,Top depositor but low score
6874b947a794db5e6c4c60c2,0x227e93bc160fc34f1f31500dbf83619c6147aedb,0,191.86,Top depositor but low score
6874b947a794db5e6c4c60e5,0x220abd48f2b444e1a352b6927c885c4579738081,0,294.1,Top depositor but low score
6874b947a794db5e6c4c60d5,0x2262021adf8e30b439026246625aa39d036a0341,0,228.42,Top depositor but low score
6874b947a794db5e6c4c60b6,0x222cd4b886790339363e6e5be81a3a471e546924,0,265.0,Top depositor but low score
6874b946a794db5e6c4c608c,0x21f346b9a2d29843ac7319f9e63f0fc6b1d20e13,0,250.53,Top depositor but low score
6874b950a794db5e6c4c6273,0x239c3ab9a2343790c4b3b77d436a138c96729cad,0,201.3,Top depositor but low score
6874b950a794db5e6c4c626a,0x22fa8cc33a42320385cbd3690ed60a021891cb32,0,216.0,Top depositor but low score
6874b959a794db5e6c4c6452,0x24926e75789b2885fd78ece88b9c0315dc51b11a,0,203.03,Top depositor but low score
6874b95da794db5e6c4c6463,0x24d50dc2c03ff0fc0a5f24dd3f976e9ab6d1eaa5,0,175.0,Top depositor but low score
6874b950a794db5e6c4c628b,0x234dfbd48838323c133a1b857f5ec2309e3845f6,0,279.41,Top depositor but low score
6874b95da794db5e6c4c6468,0x24c5907cf8104ab5efeec7fab3cb19dc8907adae,0,275.0,Top depositor but low score
6874b954a794db5e6c4c62e0,0x23dbad15fd6f68077a8ae654cd58ce2f07b01d2f,0,208.0,Top depositor but low score
6874b959a794db5e6c4c642d,0x2452d49ddda63c33ee88c9e30330f3c9bf53bcec,0,274.55,Top depositor but low score
6874b95aa794db5e6c4c645f,0x24207c2cc8eb37de0a7759b6c780510ea27d2c45,0,218.3,Top depositor but low score
6874b959a794db5e6c4c642f,0x23ba44d1450f1b075a5d32c1bfd2a42d5e941f3e,0,270.08,Top depositor but low score
6874b961a794db5e6c4c6575,0x25574191c20cc49041b37147484fae4f19f3de8b,0,211.21,Top depositor but low score
6874b96ba794db5e6c4c6742,0x264655d4c853872bc5bbba45b0590fbedbff4387,0,249.78,Top depositor but low score
6874b96aa794db5e6c4c66e7,0x25e2a2d95507933032cf6821642060f967b7dd3b,0,269.46,Top depositor but low score
6874b970a794db5e6c4c679c,0x2755b7c0900425f855aac074175723d95679568d,0,291.55,Top depositor but low score
6874b96aa794db5e6c4c66b6,0x262557c8228758ecb6253caa5ba52568f079ce97,0,185.3,Top depositor but low score
6874b973a794db5e6c4c685e,0x27b77419682e8ff5c992c8663e3d3bfe8971256a,0,278.0,Top depositor but low score
6874b974a794db5e6c4c688c,0x27a04d6a72c95d779f12d45c46c19a9190a90ddb,0,249.79,Top depositor but low score
6874b97ca794db5e6c4c69c6,0x27e02935e83473373b366e01928fffedf517fc03,0,238.79,Top depositor but low score
6874b97da794db5e6c4c6a54,0x28818ca4b099db64bca4120f2eaf55062b0c38f8,0,229.8,Top depositor but low score
6874b97ca794db5e6c4c69ed,0x2848b9f2d4faebaa4838c41071684c70688b455d,0,205.7,Top depositor but low score
6874b97da794db5e6c4c6a6c,0x289e5b0b5002baae9fd7c07db623764fb84e546f,0,265.0,Top depositor but low score
6874b97ca794db5e6c4c69de,0x2828bfc9bcc2670316827cbffcb49e8e5604d741,0,197.2,Top depositor but low score
6874b986a794db5e6c4c6bd6,0x296e18828551756c7d512bcc0b26eeb102800495,0,287.3,Top depositor but low score
6874b987a794db5e6c4c6c2a,0x29929d29726b9e051e1dc95a4b2d8f1619958326,0,185.34,Top depositor but low score
6874b98ca794db5e6c4c6c71,0x2a31c7c2c45bc8f5e9113ba4c9e3cb6b7fedcfa9,0,233.32,Top depositor but low score
6874b98ea794db5e6c4c6d1e,0x29fc55baf2893f4bdedb59a76860d7f843a3a7f4,0,293.25,Top depositor but low score
6874b996a794db5e6c4c6ea3,0x2b7728b2248affb26a5bdf03d43d22e15c100557,0,291.0,Top depositor but low score
6874b996a794db5e6c4c6e77,0x2b5d4b3c2cedcc63b7765f377d2929ee1f99049e,0,291.55,Top depositor but low score
6874b995a794db5e6c4c6e54,0x2b25b37c683f042e9ae1877bc59a1bb642eb1073,0,248.81,Top depositor but low score
6874b98ea794db5e6c4c6d43,0x2a032565e00acfb4a91898efa41034a98ea93a74,0,274.55,Top depositor but low score
6874b98fa794db5e6c4c6daf,0x2a60bb0ec963dd907f1c5c348c390fd5c78b7258,0,238.79,Top depositor but low score
6874b99fa794db5e6c4c702c,0x2becf43b6fab2df0ed0bc11d7d8fbed1bb8d7942,0,201.0,Top depositor but low score
6874b9a0a794db5e6c4c7053,0x2c50fd41cb05a71a15d262dffafb4fc97ca66949,0,143.77,Top depositor but low score
6874b99fa794db5e6c4c7038,0x2bfbdbb1f20fb159304937b65e007eea8d988f0c,0,268.0,Top depositor but low score
6874b99fa794db5e6c4c700a,0x2c362e02d224b85ea9399af6497a6b0eda217be3,0,294.95,Top depositor but low score
6874b998a794db5e6c4c6f2d,0x2b475039f535227d4a809003c9e1c8b9576244bb,0,279.0,Top depositor but low score
6874b99ca794db5e6c4c6f63,0x2bf00a4e198f1d56754c9d11a32f6c910e96c1fa,0,266.9,Top depositor but low score
6874b9a6a794db5e6c4c711f,0x2d7f8a1275ce80a6f1a5b885e604c65cebe75c55,0,255.0,Top depositor but low score
6874b9a8a794db5e6c4c7199,0x2d080ff7070b76bbd974b271522e31ac236e1954,0,268.15,Top depositor but low score
6874b9b1a794db5e6c4c738e,0x2e8be76d4da45c71e3dd5e98716092f15dd6f7a6,0,210.0,Top depositor but low score
6874b9a9a794db5e6c4c71e4,0x2d041ce95347453e2b11d4e2473b966e2dcb8d60,0,241.05,Top depositor but low score
6874b9b0a794db5e6c4c7321,0x2e3f0f6b88cced1537ce6cd771702c22a0f549db,0,233.0,Top depositor but low score
6874b9a9a794db5e6c4c71e8,0x2d876806411a36407350a626bf42d62c82b7d005,0,275.6,Top depositor but low score
6874b9b1a794db5e6c4c7388,0x2f142a3d0fd2cd85b4e9f4d59a7e07e8e96b07dd,0,262.2,Top depositor but low score
6874b9b1a794db5e6c4c7384,0x2eec285a914e806e05776a76f20b1df792ffe243,0,272.85,Top depositor but low score
6874b9a9a794db5e6c4c720a,0x2dec32200e4645f14317a2cdd522a37c646232b1,0,290.7,Top depositor but low score
6874b9b0a794db5e6c4c7300,0x2eea7d5b44d356cc1003f262e435b306323764f5,0,269.0,Top depositor but low score
6874b9a9a794db5e6c4c71df,0x2dfeb64bb28199a351e11d1e1a3cc926cc182b44,0,210.0,Top depositor but low score
6874b9bba794db5e6c4c74e1,0x2f2a8f49db4fc57e2733493ebcaff9b057e5c2b3,0,261.0,Top depositor but low score
6874b9bba794db5e6c4c74ef,0x3011cab3718496be4b835aebf297d866927be26e,0,285.0,Top depositor but low score
6874b9bca794db5e6c4c7542,0x2fd1d8eaa6ed1b424c2d03ce5eadde9f301c3235,0,265.84,Top depositor but low score
6874b9c5a794db5e6c4c76e4,0x309dbba4c0a2a6181b71182e48b5a4bfc8b5d4f5,0,294.1,Top depositor but low score
6874b9c5a794db5e6c4c76c1,0x310ee91d1171fcfdd67dccc109eecb5fda990bfc,0,236.27,Top depositor but low score
6874b9c4a794db5e6c4c765b,0x307f1246d7816c57b954b678e425a81f761b2edc,0,135.43,Top depositor but low score
6874b9cca794db5e6c4c77c9,0x319e4a395a5a232e6d3d9230fa1b6b287f4ea165,0,295.68,Top depositor but low score
6874b9cca794db5e6c4c77ed,0x318962d28813fe14b9b6265fe2dafb241c7f7777,0,284.0,Top depositor but low score
6874b9cda794db5e6c4c780d,0x314bfdaeff6d6326c1d3b304c6728f8714919371,0,282.0,Top depositor but low score
6874b9cea794db5e6c4c7879,0x31a809a384ca8da8c0e0c64a0cca2a410121bf43,0,237.19,Top depositor but low score
6874b9d7a794db5e6c4c7a0d,0x32844a824f458f24878515923f1fa120b6b711f2,0,235.45,Top depositor but low score
6874b9dfa794db5e6c4c7add,0x339bb8f820e9fc3bce10428c20ec7d2857a83412,0,261.0,Top depositor but low score
6874b9e0a794db5e6c4c7b46,0x342bf4e93930b576b24df05b44dd845305d87e0d,0,294.3,Top depositor but low score
6874b9e0a794db5e6c4c7b16,0x33b78ff3c8667c8a2bb2082abbe3cfd0c8fd1349,0,265.2,Top depositor but low score
6874b9e2a794db5e6c4c7bee,0x341578c8c2c5f8c403b4433eb605a7ccaa655cda,0,264.16,Top depositor but low score
6874b9dfa794db5e6c4c7af3,0x3374ceb9f767ff1e0e471d27a8bd127319c86898,0,124.1,Top depositor but low score
6874b9e9a794db5e6c4c7cf7,0x351e915572266f85791105493983ef6442599f50,0,263.5,Top depositor but low score
6874b9eaa794db5e6c4c7d3e,0x354304234329a8d2425965c647e701a72d3438e5,0,245.13,Top depositor but low score
6874b9eaa794db5e6c4c7d6e,0x3525f577cfcdae09c2595f9fb87fb51c7bd6c2de,0,211.04,Top depositor but low score
6874b9eaa794db5e6c4c7d63,0x35267fa7083eb6b22104c1bbb2d25ff402b7072a,0,181.05,Top depositor but low score
6874b9e8a794db5e6c4c7c9d,0x34993e20033cfe4280d8fae0557cdd09042de668,0,258.0,Top depositor but low score
6874b9eaa794db5e6c4c7d7a,0x350a4336c8acf120d23ef732d24969602d7b9b0b,0,274.0,Top depositor but low score
6874b9eaa794db5e6c4c7d33,0x3539ff7d7ecdd67e54e808a04f657bc7d26953e4,0,166.0,Top depositor but low score
6874b9f2a794db5e6c4c7eeb,0x3653f1c7545350dec63c3cf046cb3933eb58a64a,0,234.0,Top depositor but low score
6874b9f1a794db5e6c4c7e71,0x35808696d0355b26dba97d140ee999a6f7509afe,0,159.61,Top depositor but low score
6874b9f3a794db5e6c4c7f09,0x36170b0fff983b1a9c5649673647790c2605df24,0,288.0,Top depositor but low score
6874b9f3a794db5e6c4c7f0c,0x3630220f243288e3eac4c5676fc191cff5756431,0,285.54,Top depositor but low score
6874b9f0a794db5e6c4c7e11,0x360949ab7c90475fc43a2a4a01a212a9f35a88bc,0,255.85,Top depositor but low score
6874b9f1a794db5e6c4c7e3e,0x35d3f8b21c5ee8ee9730c86e2095ccd4fcbc2129,0,232.05,Top depositor but low score
6874b9f2a794db5e6c4c7eb4,0x36125234dd6c7d0a01dcadc67e79e061d405098e,0,240.55,Top depositor but low score
6874b9fca794db5e6c4c8096,0x3733e403164a3dc9234afc393610b96530db37d0,0,174.25,Top depositor but low score
6874b9faa794db5e6c4c8004,0x3671f603f17653ce068535ff350eed664b50577c,0,241.86,Top depositor but low score
6874b9f8a794db5e6c4c7f4b,0x3689df917b622d8c35e01577bde8198b7e79b83d,0,243.95,Top depositor but low score
6874b9fca794db5e6c4c8085,0x36aab712e7e6820608d5c974d6f9a615ecfd46db,0,259.0,Top depositor but low score
