_id,wallet_id,lp_scores[0].retained_liquidity,lp_scores[1].retained_liquidity,lp_scores[2].retained_liquidity,lp_scores[3].retained_liquidity,lp_scores[4].retained_liquidity,lp_scores[5].retained_liquidity,lp_scores[6].retained_liquidity,lp_scores[7].retained_liquidity,lp_scores[8].retained_liquidity,lp_scores[9].retained_liquidity,lp_scores[10].retained_liquidity,lp_scores[11].retained_liquidity,lp_scores[12].retained_liquidity
6874b823a794db5e6c4c2e8e,0x001b1e09360cdcc6ed239bea65ad038b19b5a4cc,0.0,-18.30210748288017,,,,,,,,,,,
6874b823a794db5e6c4c2eb8,0x00b3889344c1f6dc1e3dd6dedcb61c75bb587a2b,-309.5786752832355,,,,,,,,,,,,
6874b823a794db5e6c4c2ebd,0x006d9fe4c0f5350f084ad48154588439391cdede,-1118.6928921008712,,,,,,,,,,,,
6874b824a794db5e6c4c2ed8,0x009a84f6e236a3e337780fcadda83224fd356e40,-662.8562011431204,,,,,,,,,,,,
6874b827a794db5e6c4c2f07,0x01296c92a09c4fad021df2639c54931a5b96de2e,-63.13000767640165,,,,,,,,,,,,
6874b829a794db5e6c4c2f42,0x012b0b539007d424510441e69c6cf6641bf7afed,-83.97356724277233,,,,,,,,,,,,
6874b82aa794db5e6c4c2f65,0x01a62222ed470ee0a8d66349a08212fa478300fc,-14.20800308957253,,,,,,,,,,,,
6874b821a794db5e6c4c2df1,0x00def9061cf0f1d65b78247585957ff67a72f633,-415.3859733372592,,,,,,,,,,,,
6874b821a794db5e6c4c2e0c,0x0068af72c78b3816f2041857dacecada207c0d1c,-193.96236461546687,,,,,,,,,,,,
6874b822a794db5e6c4c2e43,0x00502eeab7da6b1033a60e9091bf7ea3cbb4fad6,-53.69900117418729,,,,,,,,,,,,
6874b823a794db5e6c4c2eb1,0x00e073aa7dff400594881ec03c374bb1c312d166,-199.9054225148493,,,,,,,,,,,,
6874b823a794db5e6c4c2eb9,0x00f314973e3968a8900438fe9a72b2ce3d4b8d46,-146.182168,-68.1233456895061,,,,,,,,,,,
6874b824a794db5e6c4c2eda,0x0086967faa57e1935a51c9cf38c27dc85be40abd,-17.625814223050384,-10.997263931757288,,,,,,,,,,,
6874b828a794db5e6c4c2f24,0x011c79c3f951dc3d26fb08d226b60a7653753a95,-161.27048794361508,,,,,,,,,,,,
6874b829a794db5e6c4c2f39,0x011cdfa01faaf36654534349bd480772a393a5ff,-34.71865401424691,,,,,,,,,,,,
6874b81ea794db5e6c4c2d86,0x00017f6bd31dcd7857c5aaceeab4cd650d72d0fb,-827.3687294178362,,,,,,,,,,,,
6874b820a794db5e6c4c2dd3,0x000000e335b46c1bce7efa82e0359cb9319b87f6,-154.23099756142528,,,,,,,,,,,,
6874b822a794db5e6c4c2e59,0x00ac73632914446fa61aa0dacda46e482ec7d485,-2750.9065796126406,,,,,,,,,,,,
6874b822a794db5e6c4c2e5b,0x009f19daf77e153ca607043ea99236eaa88d50da,-3160.876591,-332.86842824885105,,,,,,,,,,,
6874b823a794db5e6c4c2eaf,0x0029ba34c92bc5b8d06e26549fbb9d71f1817a01,-417.9680029032159,47.85035018646636,,,,,,,,,,,
6874b824a794db5e6c4c2ee3,0x00e6f8d8fb80b0c302a6bd849b79982dc9945b15,-263.7314600281943,-9.880132642456374,,,,,,,,,,,
6874b824a794db5e6c4c2eed,0x006eb2547a4058a6ad1b08aa4afeadcf094dca39,-350694.3518512615,8984.329893998336,,,,,,,,,,,
6874b828a794db5e6c4c2f0b,0x016aaa4f8061324f75bd585d1ae377238cef4186,-316.5222684566761,,,,,,,,,,,,
6874b82aa794db5e6c4c2f60,0x018127f8b8a8d041e7856a725de68ee9cb6a7cec,-2.2935788791041887,-2003.4411457999597,,,,,,,,,,,
6874b821a794db5e6c4c2ded,0x0087d1c6c0534cb90315113f3c52120e7319583e,550.9634737683036,-148.2124214411408,,,,,,,,,,,
6874b821a794db5e6c4c2e12,0x00899adda769602c9526043158585099bec8829a,-866.7405930460263,-20743.33163553176,,,,,,,,,,,
6874b822a794db5e6c4c2e33,0x0036ff0aeda1559b03d50b46db2a7aa13300f223,-32.122328618821484,,,,,,,,,,,,
6874b822a794db5e6c4c2e52,0x0054a1d1e6722fc00a3e0f5b6f9e9bfa94b75233,-43.48939569714662,,,,,,,,,,,,
6874b823a794db5e6c4c2eac,0x009f441f07226294f225cdfa10c272dce8017a58,-0.9936379763223222,,,,,,,,,,,,
6874b823a794db5e6c4c2eb4,0x00409fc839a2ec2e6d12305423d37cd011279c09,-17.63185097794253,0.0,-1.572013,230.0399194477411,,,,,,,,,
6874b828a794db5e6c4c2f08,0x0102db43f54bb626d22ab98d7c72cc4e73b9e76c,-0.0107606372689588,,,,,,,,,,,,
6874b828a794db5e6c4c2f27,0x00f46f15be03345bd6e5196ed1c62bfa63f9fc3b,-102.44674479848892,0.0,,,,,,,,,,,
6874b82ba794db5e6c4c2fce,0x01af3c594da33d8412ee666aa9274ff02470d9e3,-21509.042976892837,-0.0046062007749014,,,,,,,,,,,
6874b82ca794db5e6c4c305c,0x011d8c920ca4b5d26617edc7b66e3514488cccd1,-1297.7609079740068,-2028.199184,53.76669910581745,,,,,,,,,,
6874b831a794db5e6c4c30de,0x02062d31f0ab2557a6674d5702ce2ce0a1be9d05,-1553.231878488753,,,,,,,,,,,,
6874b832a794db5e6c4c30e7,0x02cb806fca835e35239911532556babe975f2de4,-4297.748502344897,,,,,,,,,,,,
6874b832a794db5e6c4c310e,0x02ad7c55a19e976ec105172a75a9d84dc9cf23c6,-420.1031315089531,,,,,,,,,,,,
6874b832a794db5e6c4c3122,0x022adb9a86242b97a688d1e602d7ced52e63a000,-26.841197199700677,,,,,,,,,,,,
6874b833a794db5e6c4c313e,0x028db21afe82ce2c204d0b7c332fcf32c3e12f42,-776.920041833655,,,,,,,,,,,,
6874b82aa794db5e6c4c2fa3,0x01bde69b655c0a89a255a5610725f743f1a5b47d,-950.318557623742,,,,,,,,,,,,
6874b82aa794db5e6c4c2faf,0x0123e230c261e026c476a21fae07de3aa55ac870,-32.787949963101255,,,,,,,,,,,,
6874b82ba794db5e6c4c2fb9,0x012feee1af011db48688a990fdeaa9d77090b420,-1036.6606882150554,,,,,,,,,,,,
6874b82ba794db5e6c4c2fc3,0x01c571f1611ab5f1fa17a1aab8a84efc6ae519c8,-21.15031486865905,,,,,,,,,,,,
6874b82ba794db5e6c4c300a,0x01bc8aad10693187a706b0f6aa222b7ebf54d0f0,-263.63244314299664,,,,,,,,,,,,
6874b82ba794db5e6c4c300e,0x01a2a10ed806d4e65ad92c2c6b10bc4d5f37001e,-57325.37436622521,22042.181528733607,,,,,,,,,,,
6874b82ca794db5e6c4c3039,0x019f5ccfcd559d368148188fb693b4e6a89fd4f0,-30.1326012599813,,,,,,,,,,,,
6874b82ca794db5e6c4c304c,0x011bf50dc99983311553dc5a1ae7c3316e14cf58,-375.3713373443416,,,,,,,,,,,,
6874b82fa794db5e6c4c3089,0x01f0e3f71c2aea6621c6e9949c177a07f86536d0,-6.392174025458871,,,,,,,,,,,,
6874b82ba794db5e6c4c2fd0,0x013b094fe087c9f2de5712650b588ebf7e5cb3e2,-4056.1199125186,,,,,,,,,,,,
6874b82fa794db5e6c4c3096,0x02317c852e30cc2afb87a2c8c2ad56385af83679,-6.7527313035015055,,,,,,,,,,,,
6874b830a794db5e6c4c30b1,0x02356136bb0e20478b7af27cd7c43902270a7849,-85.29781912962153,,,,,,,,,,,,
6874b831a794db5e6c4c30db,0x025850309f7ff9230fc213eff97f1467aeb8d591,-160.69725548731367,,,,,,,,,,,,
6874b832a794db5e6c4c312b,0x02bce09331ea54acbbb4dd349ae5acb1e0a0676f,-47.23370000000023,,,,,,,,,,,,
6874b833a794db5e6c4c3145,0x02029ca38009dd37616b6c8478a38b6f123a6edc,-4.033800671041774,,,,,,,,,,,,
6874b82ca794db5e6c4c306f,0x012bbe12a2ae93f1f06d3d3ded2a2323ad00fae0,-0.6283723793459899,,,,,,,,,,,,
6874b82fa794db5e6c4c3092,0x021502a71f1ed419b93b8ae96290a49221b0e945,-26.79094849123675,,,,,,,,,,,,
6874b82aa794db5e6c4c2f84,0x0111574ecf3ba71c3ac44246d62849080d60718d,-17.55806747934662,,,,,,,,,,,,
6874b82aa794db5e6c4c2f9b,0x014930c2d8878759763f3ac2a492ff94073fd80f,-155.18849300000056,,,,,,,,,,,,
6874b82ba794db5e6c4c2fb8,0x01a372d27394138815b581ef21de566bf8e3ae29,-34.824093228712286,,,,,,,,,,,,
6874b82ba794db5e6c4c2fbc,0x0140caa38c721dfaa75fd16a2bb67ecc9aac1b7a,-356.82276260615254,,,,,,,,,,,,
6874b82ba794db5e6c4c300f,0x01a2b6c749b778053bc81551e23675f0aee641dc,-2.216715,,,,,,,,,,,,
6874b82ba794db5e6c4c301e,0x01ec64345e62193755454194d16c672a29870b53,-31.35164461729073,,,,,,,,,,,,
6874b82ca794db5e6c4c3031,0x01d7d5750780103f653771259084f97366b61922,-309.63006843543366,,,,,,,,,,,,
6874b82ca794db5e6c4c3044,0x012f61b0817dc77e5644c6bb04f482fe798aa0a1,-5.212410997e-06,,,,,,,,,,,,
6874b82ca794db5e6c4c304e,0x0162a6c42e78268d1af8e266c203d700c67bd3d9,0.0,-70.14181004939746,-2.793590392495389,,,,,,,,,,
6874b82ca794db5e6c4c305f,0x019dd695190dd5fdcf603f80e6ba9e765f5d1799,-12869.179026457206,-49155.40535804791,,,,,,,,,,,
6874b830a794db5e6c4c30a8,0x01f4aa373453409de6456505e3b96205adb5d305,-1.9411556734268425,,,,,,,,,,,,
6874b831a794db5e6c4c30da,0x027943f870442fe48f51a5e29d215f181b5f9e7d,-515.4141853362079,,,,,,,,,,,,
6874b832a794db5e6c4c30f1,0x01fa529ef7c3cabc3eb0549e937454ec9255f6c3,-30.17617309555857,,,,,,,,,,,,
6874b832a794db5e6c4c30ff,0x02efc0988b8a7c94d06156842d61b9de4134af4e,-21.909061091941265,-36.752796472764906,,,,,,,,,,,
6874b832a794db5e6c4c3126,0x02e2b15e8292be234b6f1e29f250f31a0dbf5aab,-10730.984028571052,,,,,,,,,,,,
6874b832a794db5e6c4c3131,0x025a0c3714016a370d723bc28d304e800c62c7a6,-1.3703445897154154,,,,,,,,,,,,
6874b833a794db5e6c4c3139,0x027ed7f31cd5f54013e3a2a430512b52fed2ac3d,-36208.48803581286,,,,,,,,,,,,
6874b82aa794db5e6c4c2f8d,0x01b85f6a9db5575e5e6a73c9ba108e0d77d04dcd,-39.36148499999999,,,,,,,,,,,,
6874b82aa794db5e6c4c2fa0,0x015887adae50c4fe9b0ce7bd46a3e45507ff4ada,-84.1583855321951,,,,,,,,,,,,
6874b82aa794db5e6c4c2fa7,0x01471b6ba7f260ae6583cf21e9c546eee10f7490,-36.86566258637481,,,,,,,,,,,,
6874b82ba794db5e6c4c2fb1,0x0195188c4013ae5febe6705100b8c97b7894f5de,-12.774929068502606,,,,,,,,,,,,
6874b82ba794db5e6c4c3006,0x015a5586f6e2a97a2ee71e264d706cd82382f3ef,-927.1966283555184,,,,,,,,,,,,
6874b82ca794db5e6c4c3025,0x011678e84164641529143010d30a1911e86b2565,-2266.8870095183665,,,,,,,,,,,,
6874b831a794db5e6c4c30cd,0x02c4d95a62595282970973c67f39b2e320ff9e24,-6.004953074801961,,,,,,,,,,,,
6874b832a794db5e6c4c3110,0x02a8b15e0d16494c5777d2dc3f26ca48e1c011b4,-0.1270773388792747,,,,,,,,,,,,
6874b832a794db5e6c4c3114,0x01f93e81ef4d264cf097d9bd5cda61d33d368a34,-232.68080972407552,,,,,,,,,,,,
6874b832a794db5e6c4c3118,0x0205c150e03a7b2dbef101a6edae1fc72c4dd2e3,-43.01523566280957,,,,,,,,,,,,
6874b82ba794db5e6c4c2fbd,0x0107681b75b293beb76f28bf23f63e30f70e62c5,571.5779646170349,-0.007469,-1399.5020014134643,,,,,,,,,,
6874b82ca794db5e6c4c302e,0x00fddf15962fd7a4381e83dc82645cf2a45db33d,0.0,-2.045688,0.0,,,,,,,,,,
6874b82ca794db5e6c4c3072,0x018700c99752c27149010208cd2f81e048957c49,-51.17161566689492,2749.7804844327056,,,,,,,,,,,
6874b82da794db5e6c4c3081,0x01c023446a03afdb5ce87ad987b05a39e0ad4bc6,-144.45609739543897,-16.6129863137121,,,,,,,,,,,
6874b831a794db5e6c4c30df,0x025c6ad1c005e0360193d2d7415a288561e9a0c1,-0.1854770099999996,,,,,,,,,,,,
6874b82aa794db5e6c4c2f73,0x015bfd9b9883b0c9a26a453f78ff8750abcb3915,-111.16194388495752,,,,,,,,,,,,
6874b82aa794db5e6c4c2f91,0x01af02477a95b254886dffa82f26e9f464505368,-5.8406033654640055,,,,,,,,,,,,
6874b82ba794db5e6c4c2ff5,0x01daed357831bf9f1954404e0109aa8853e138cc,-300.682136,1583.513488553853,,,,,,,,,,,
6874b82ca794db5e6c4c3074,0x01baa636a99d80c9afe161284bb29ad52b18abf2,-0.3196052672255405,-124.69608934596364,,,,,,,,,,,
6874b82fa794db5e6c4c308f,0x020a1bbeb60e58dcbfa6901f082bdd10269ed51b,-2995.818736507659,,,,,,,,,,,,
6874b82aa794db5e6c4c2f8e,0x01ae72f01701c5e227ad119b453842c71b039563,-75.73053841758656,,,,,,,,,,,,
